CYPMD_ID,SURNAME,FORENAMES,SEX,DOB,AGE,P_INCL,P_INCL_aims,attendance_year_0,attendance_year_1,attendance_year_2,src_laestab_0,src_laestab_1,src_laestab_2,LAESTAB,URN,UKPRN,ULN,KS4_DISADVANTAGE,ALEV,TOTENTS_ALEV,TOTPTSE_ALEV,ACAD,TOTENTS_ACAD,TOTPTSE_ACAD,TLEV,TOTENTS_TLEV,TOTPTSE_TLEV,AGEN,TOTENTS_AGEN,TOTPTSE_AGEN,TechCert,TOTENTS_TechCert,TOTPTSE_TechCert,TLEVEL,TOTENTS_TLEVEL,TOTPTSE_TLEVEL,L3_FLAG,TechCert_nodisc,L2VOC_nodisc,TLEV_nodisc,TLEV_denom,AGEN_nodisc,AGEN_denom,LearningAimReference,INSCOPE_E,PROGRESS_E,BASE_pts_E,BEST_E,EXEMPT_E,NO_ENTRIES_E,INSCOPE_M,PROGRESS_M,BASE_pts_M,BEST_M,EXEMPT_M,NO_ENTRIES_M,BEST_L3M,InScope_L3M,ACH_L3M,Retention_CompletionStatus,AimSize_Final,CoreAimFlag,Ret_Trigger,InScope_ALEV_Ret,Retained_ALEV_Ret,Ret_Assessed_ALEV,InScope_ALEV_2ndYr,Retained_ALEV_2ndYr,InScope_ACAD_Ret,Retained_ACAD_Ret,Ret_Assessed_ACAD,InScope_ACAD_2ndYr,Retained_ACAD_2ndYr,InScope_TLEV_Ret,Retained_TLEV_Ret,Ret_Assessed_TLEV,InScope_TLEV_2ndYr,Retained_TLEV_2ndYr,InScope_AGEN_Ret,Retained_AGEN_Ret,Ret_Assessed_AGEN,InScope_AGEN_2ndYr,Retained_AGEN_2ndYr,InScope_TechCert_Ret,Retained_TechCert_Ret,Ret_Assessed_TechCert,INCLUDE_B3,B3PTSE_B3,INCLUDE_AAB,AAB_FAC,KS4_Year_Calc
CYP0000696,Batty,Bart,M,25/07/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,7865754002,1,0,0,0,0,0,0,1,3,83.71,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,S91S0HSL,1,-1.06,2.06,1,,0,1,-1.74,2.74,1,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000697,Troi,Daffy,M,09/10/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,8905044610,0,0,0,0,0,0,0,0,0,0,1,2,103.47,0,0,0,0,0,0,1,0,0,0,0,1,1,49RQER6Z,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000698,Blake,Edmund,M,17/12/2002,22,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,7016762718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,187.26,1,0,0,0,0,0,0,3T79WHBM,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
CYP0000699,Lister,Maggie,F,15/09/2007,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,5916836707,0,0,0,0,1,1,77.32,0,0,0,1,3,164.06,0,0,0,0,0,0,1,0,0,0,0,1,1,JQCZA4TF,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000700,Compo,Chirrut,M,16/12/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,1774221044,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,WUDKUVHN,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000701,Rimmer,Manny,M,02/12/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,1803933938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,577.83,0,0,0,1,1,0,0,0,0,0,5R6173C7,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000702,Andor,Raquel,F,18/09/2006,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,1851625498,0,0,0,0,0,0,0,0,0,0,1,2,153.05,0,0,0,0,0,0,1,0,0,0,0,1,1,AHV11MC5,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023
CYP0000703,Fothergill,Fenella,F,26/04/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,4009545166,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4RFXNGSX,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,2025
CYP0000704,Lister,Penelope,F,07/06/2008,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,7162629786,0,0,0,0,0,0,0,1,2,166.73,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6285JBJV,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000705,Duck,Nathan,M,09/12/2007,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,2062000207,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5V33K2X1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2024
CYP0000706,Kenobi,Clegg,M,22/03/2006,19,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4947660867,0,0,0,0,0,0,0,0,0,0,1,4,376.74,0,0,0,0,0,0,1,0,0,0,0,1,1,6WW8EJSG,0,0,0,0,,1,1,-0.43,2.43,2,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2022
CYP0000707,Wren,Hermione,F,05/10/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,4893020391,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PP6EAXE3,1,-0.37,2.37,2,,0,1,1.36,2.64,4,,0,0,0,0,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000708,McGonagall,Bernard,M,01/06/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9170684632,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,120.67,0,0,0,1,0,0,0,0,0,0,WEZJE9TJ,1,-1.02,3.02,2,,0,1,1.92,2.08,4,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000709,Djarin,Dolores,F,05/06/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4398250825,1,0,0,0,0,0,0,0,0,0,1,1,42.45,1,3,247.94,0,0,0,1,1,0,0,0,1,1,T20U4U9L,1,-0.57,2.57,2,,0,1,-0.09,2.09,2,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2023
CYP0000710,Foggy,Kathryn,F,29/11/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9667198721,0,0,0,0,0,0,0,1,3,117.37,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,UF5ADG0Y,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000711,Janeway,Leia,F,31/03/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,8561199922,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4REPJ4M4,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000712,Baldrick,Constance,F,25/01/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,3778912172,1,0,0,0,0,0,0,1,4,296.08,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,KDZQ4SQE,1,-0.95,2.95,2,,0,1,1.93,2.07,4,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000713,Imwe,Seven,F,22/06/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,2398288554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,363.16,1,0,0,0,0,0,0,A7WKDQEG,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000714,Dinkley,Boycie,M,26/04/2008,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9137930866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,177.04,0,0,0,1,1,0,0,0,0,0,UAC4XVFZ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2024
CYP0000715,Granger,Popeye,M,06/02/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,2148126752,0,0,0,0,0,0,0,1,2,123.09,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,KU1N1QVK,0,0,0,0,,1,0,0,0,0,,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000716,La Forge,Seven,F,16/01/2007,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,9861459309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,355.95,1,0,0,0,0,0,0,2W4B2SCY,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000717,Perkins,James,M,23/04/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,6419922458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,160.19,0,0,0,1,1,0,0,0,0,0,1P762NLZ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000718,Batty,Hyacinth,F,23/08/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,4621186982,1,0,0,0,0,0,0,0,0,0,1,4,225.34,0,0,0,0,0,0,1,0,0,0,0,1,1,QH3S26UE,0,0,0,0,,1,1,-0.4,2.4,2,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000719,Lovegood,Pavel,M,13/10/2006,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,3638434339,0,0,0,0,0,0,0,0,0,0,1,4,328.15,0,0,0,0,0,0,1,0,0,0,0,1,1,43X44XVE,1,-0.66,2.66,2,,0,1,-0.11,3.11,3,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2023
CYP0000720,Sailor,Frank,M,16/06/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9923866164,1,0,0,0,0,0,0,0,0,0,1,2,179.56,0,0,0,0,0,0,1,0,0,0,0,1,1,V2TWYVUF,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2023
CYP0000721,Djarin,Spock,M,15/12/1999,25,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,6297328564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,115.11,1,0,0,0,0,0,0,0WZY9C28,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
CYP0000722,Umbridge,Ginevra,F,29/10/2006,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,6507337708,1,0,0,0,0,0,0,0,0,0,1,2,176.96,0,0,0,0,0,0,1,0,0,0,0,1,1,1K23Z2Z3,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2023
CYP0000723,Barker,Rumpole,M,16/05/2008,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,5318934866,1,1,4,7,0,0,0,0,0,0,1,1,77.79,0,0,0,0,0,0,1,0,0,0,0,1,1,BWFXB5GT,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,5.25,1,1,2024
CYP0000724,Riker,Edmund,M,17/11/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,3270715443,0,0,0,0,0,0,0,1,3,242.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Z06PD3PE,1,0.46,2.54,3,,0,1,-0.75,2.75,2,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000725,Mouse,Basil,M,23/04/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9833968573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,160.97,1,0,0,0,0,0,0,XMT3SAG1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000726,Clegg,Minerva,F,04/08/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9061246812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,107.85,1,0,0,0,0,0,0,JN1A7KNE,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000727,Bear,Padme,F,07/04/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4237972552,0,0,0,0,0,0,0,0,0,0,1,2,148.57,0,0,0,0,0,0,1,0,0,0,0,1,1,7PFGEQN3,0,0,0,0,,1,1,-0.23,2.23,2,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2023
CYP0000728,Compo,Marigold,F,07/02/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,4887286715,0,0,0,0,0,0,0,0,0,0,1,2,195,0,0,0,0,0,0,1,0,0,0,0,1,1,N968YF7W,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2024
CYP0000729,Scott,Basil Brush,M,25/03/2005,20,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,7422832448,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A6KB9Z7E,0,0,0,0,,1,0,0,0,0,,1,1,1,1,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,2021
CYP0000730,Woodpecker,Han,M,25/01/2006,19,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,3422460343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,189.51,0,0,0,1,1,0,0,0,0,0,8YBGMHVS,1,-0.03,3.03,3,,0,1,0.74,2.26,3,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2022
CYP0000731,Bootle,Daisy,F,15/06/2003,22,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,2720902231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,88.54,1,0,0,0,0,0,0,F17X24AJ,1,-2,3,1,,0,1,1.35,2.65,4,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
CYP0000732,Bear,Jyn,F,03/08/2000,25,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,6128926096,1,0,0,0,1,3,105.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8EMX4WCG,0,0,0,0,,1,0,0,0,0,,1,0,0,0,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
CYP0000733,Harris,Deanna,F,05/12/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,8775458792,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,149.53,1,1,44.79,1,1,0,0,0,0,0,C1CSB7U2,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025
CYP0000734,Bunny,Minerva,F,02/07/2005,20,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,2490840217,1,0,0,0,0,0,0,1,1,62.63,0,0,0,1,2,101.6,0,0,0,1,1,0,1,1,0,0,SSBAJ4AL,0,0,0,0,,1,1,0.57,2.43,3,,0,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2021
CYP0000735,Simpson,Wendy,F,01/09/2007,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,3344758807,1,0,0,0,0,0,0,0,0,0,1,2,147.76,0,0,0,1,1,34.18,1,0,0,0,0,1,1,ARUFLWM9,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2023
CYP0000736,Umbridge,Nyota,F,15/12/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,4102576612,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,BF90WWU0,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,2025
CYP0000737,Pearce,Elizabeth,F,15/11/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,8777141549,1,0,0,0,0,0,0,0,0,0,1,2,96.47,0,0,0,0,0,0,1,0,0,0,0,1,1,YFAH6ZS8,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000738,Scott,Minnie,F,01/10/2006,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,1844761343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,411.81,1,0,0,0,0,0,0,ZV7N9EP1,0,0,0,0,,1,1,-0.62,2.62,2,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000739,Chekov,Mon,F,19/04/2006,19,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,1025502063,0,0,0,0,0,0,0,1,3,215.62,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,B1XEEWMZ,1,-1.04,3.04,2,,0,1,0,3,3,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
CYP0000740,Bashir,Tasha,F,08/03/2007,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,2685444628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,276.06,1,0,0,0,0,0,0,JKX8BKUW,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000741,Nerys,Marge,F,14/06/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9659899550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,324.12,0,0,0,1,1,0,0,0,0,0,NEWBZNH3,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000742,Dameron,Gordon,M,17/09/2007,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,2922620445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,229.06,1,0,0,0,0,0,0,ANGARZXD,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000743,Crusher,Jyn,F,29/05/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,5560561097,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,161.53,0,0,0,1,1,0,0,0,0,0,9RB0E7CX,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000744,Sarek,Miranda,F,09/04/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,6712726232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,228.37,0,0,0,1,1,0,0,0,0,0,GJ1SS0UJ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2023
CYP0000745,Delacour,Denzil,M,15/09/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,7886851189,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,YJQ7X0HU,1,-1.47,3.47,2,,0,0,0,0,0,,1,0,0,0,2,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,2025
CYP0000746,Foggy,Raquel,F,04/12/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9683097097,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,YMLC4ZEP,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000747,Fothergill,Tasha,F,14/12/2006,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,1949777164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,127,1,0,0,0,0,0,0,SRH7Q0ZB,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000748,Scott,Leia,F,16/04/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,1014813393,0,0,0,0,0,0,0,0,0,0,1,3,172.65,0,0,0,0,0,0,1,0,0,0,0,1,1,2LB6KY5S,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000749,Riker,Nyota,F,10/03/2008,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9271877370,1,0,0,0,0,0,0,0,0,0,1,4,236.74,0,0,0,0,0,0,1,0,0,0,0,1,1,RLSVD79Z,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000750,Organa,Jadzia,F,05/07/2006,19,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,4391278116,1,0,0,0,0,0,0,1,3,157.16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,QHEHW6DD,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022
CYP0000751,Antilles,Mickey,M,16/06/2007,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,9301251045,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,199.32,0,0,0,1,1,0,0,0,0,0,L47FPRTS,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2023
CYP0000752,Blake,Rene,M,27/07/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,3074807966,1,0,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,QRK2P6U9,1,-0.59,2.59,2,,0,1,0.08,2.92,3,,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000753,Corbett,Sabine,F,07/06/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9844857980,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RKAPRT33,1,-1.52,3.52,2,,0,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2025
CYP0000754,Imwe,Frank,M,16/03/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,6810662214,1,0,0,0,0,0,0,0,0,0,1,2,147.29,0,0,0,0,0,0,1,0,0,0,0,1,1,UQTHLRBC,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
